,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,전국관객수
926,아이 캔 스피크,2017-09-21,25526451186,0.026000000000000002,25526451186,3279296,3279296,1140,93012,한국,한국,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이승민,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희","나문희, 이제훈, 박철민",2017,True,3279296
927,덩케르크,2017-07-20,24550541348,0.025,24550541348,2788732,2788732,1252,65906,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리","톰 하디, 마크 라이런스, 케네스 브래너",2017,True,2788732
928,살인자의 기억법,2017-09-06,21375287492,0.022000000000000002,21375287492,2658589,2658589,1064,88686,한국,한국,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",(주)쇼박스,15세이상관람가,"범죄,스릴러",원신연,"설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만","설경구, 김남길, 설현",2017,True,2656694
929,혹성탈출: 종의 전쟁,2017-08-15,16854482778,0.017,16854482778,2051315,2051315,1017,44543,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,드라마,SF",맷 리브스,"앤디 서키스,우디 해럴슨,스티브 잔,주디 그리어,타이 올슨,채드 룩,티모시 웨버,마이클 아담스웨이트,라우로 차트랜드,스티브 바란칙","앤디 서키스, 우디 해럴슨, 스티브 잔",2017,True,2050909
930,1987,2017-12-27,15254004037,0.016,15254004037,1942077,1942077,1299,27619,한국,한국,(주)우정필름,씨제이이앤엠(주),15세이상관람가,드라마,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준,박지환,박명신,김푸름,이화룡,이창훈,이신성,김수진,박경혜,김국희,황정민,한준우,정승길,현봉식,강신철,한성천,나철,김승훈,정인기,양조아,최교식,이장유,김경덕,최현종,정순원,이하영,유정호,곽진석,박혁민,염석무","김윤석, 하정우, 유해진",2017,True,1942077
931,애나벨 : 인형의 주인,2017-08-10,15527492238,0.016,15527492238,1934270,1934270,1006,35103,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),데이비드 F. 샌드버그,"스테파니 시그만,알리시아 벨라 베일리,미란다 오토,탈리타 베이트먼","스테파니 시그만, 알리시아 벨라 베일리, 미란다 오토",2017,True,1934192
932,저스티스 리그,2017-11-15,14629677795,0.015,14629677795,1786383,1786383,1308,73390,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",잭 스나이더,"벤 애플렉,갤 가돗,제이슨 모모아,레이 피셔,에즈라 밀러,헨리 카빌,J.K. 시몬스,윌렘 데포,제레미 아이언스,앰버 허드,코니 닐슨,에이미 아담스,다이안 레인","벤 애플렉, 갤 가돗, 제이슨 모모아",2017,True,1786383
933,킬러의 보디가드,2017-08-30,14020395800,0.013999999999999999,14020395800,1721757,1721757,482,42002,미국,미국,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",15세이상관람가,"액션,코미디",패트릭 휴즈,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,게리 올드만","라이언 레이놀즈, 사무엘 L. 잭슨, 셀마 헤이엑",2017,True,1721757
934,부라더,2017-11-02,11783109998,0.012,11783109998,1492903,1492903,889,54975,한국,한국,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,12세이상관람가,코미디,장유정,"마동석,이동휘,이하늬,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영,이봉련,허성태,손영순,서현철,김강현,류정수,송상은,윤태희,정순원","마동석, 이동휘, 이하늬",2017,True,1468301
935,기억의 밤,2017-11-29,10646654660,0.011000000000000001,10646654660,1386611,1386611,759,52847,한국,한국,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,"미스터리,스릴러",장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라,안민영,박경찬","강하늘, 김무열, 문성근",2017,True,1386611
936,해피 데스데이,2017-11-08,11004455402,0.011000000000000001,11004455402,1382650,1382650,714,52101,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러",크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드",,2017,True,1382480
937,브이아이피,2017-08-23,10956621835,0.011000000000000001,10956621835,1373316,1373316,996,44650,한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),청소년관람불가,"범죄,드라마",박훈정,"강소백,장동건,김명민,박희순,이종석,임보라,박재웅,박준서,박준호,신수정,안세진,조청원,지성훈,최상재,최우진,이상민,이윤하,이주원,김대현,오대환,이서준,현봉식,이정혁,유재명,최현종,임용순,곽진석,박혁민","강소백, 장동건, 김명민",2017,True,1373316
938,지오스톰,2017-10-19,8480864614,0.009000000000000001,8480864614,1028384,1028384,854,35453,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,스릴러","딘 데블린,대니 캐넌","캐서린 윈닉,제라드 버틀러,짐 스터게스,애비 코니시,앤디 가르시아","캐서린 윈닉, 제라드 버틀러, 짐 스터게스",2017,True,1028384
939,스타워즈: 라스트 제다이,2017-12-14,8535886061,0.009000000000000001,8535886061,946547,946547,1107,30914,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",라이언 존슨,"마크 해밀,캐리 피셔,아담 드라이버,데이지 리들리,존 보예가,오스카 아이삭,루피타 뇽,앤디 서키스,도널 글리슨,안소니 다니엘,그웬돌린 크리스티,켈리 마리 트란,로라 던,베니치오 델 토로","마크 해밀, 캐리 피셔, 아담 드라이버",2017,True,946547
940,그것,2017-09-06,7335022607,0.008,7335022607,888836,888836,837,35430,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"공포(호러),드라마",안드레스 무시에티,"오웬 티그,빌 스카스가드,핀 울프하드,하비에르 보텟,소피아 릴리스","오웬 티그, 빌 스카스가드, 핀 울프하드",2017,True,888386
941,오리엔트 특급 살인,2017-11-29,6636205163,0.006999999999999999,6636205163,863567,863567,707,35031,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,미스터리,범죄",케네스 브래너,"케네스 브래너,페넬로페 크루즈,윌렘 데포,주디 덴치,조니 뎁,조시 게드,데렉 자코비,미셀 파이퍼,데이지 리들리","케네스 브래너, 페넬로페 크루즈, 윌렘 데포",2017,True,863567
942,베이비 드라이버,2017-09-14,6699906214,0.006999999999999999,6699906214,822769,822769,778,40531,영국,영국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,범죄,스릴러",에드가 라이트,"안셀 엘고트,케빈 스페이시,릴리 제임스,에이자 곤잘레스,존 햄,제이미 폭스","안셀 엘고트, 케빈 스페이시, 릴리 제임스",2017,True,821419
943,위대한 쇼맨,2017-12-20,6657027200,0.006999999999999999,6657027200,814585,814585,702,20306,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠다야 콜맨","휴 잭맨, 잭 에프런, 미쉘 윌리엄스",2017,True,814587
944,뽀로로 극장판 공룡섬 대모험,2017-12-07,5848888600,0.006,5848888600,773743,773743,803,18226,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현","이선, 이미자, 함수정",2017,True,770801
945,47 미터,2017-07-19,4686079657,0.005,4686079657,590045,590045,733,20457,영국,영국,,씨네그루(주)키다리이엔티,15세이상관람가,"스릴러,공포(호러)",요하네스 로버츠,"맨디 무어,클레어 홀트,매튜 모딘","맨디 무어, 클레어 홀트, 매튜 모딘",2017,True,590036
946,메리와 마녀의 꽃,2017-12-07,4064280239,0.004,4064280239,535331,535331,751,21383,일본,일본,,CGV아트하우스,전체관람가,"애니메이션,어드벤처",요네바야시 히로마사,"스기사키 하나,카미키 류노스케",,2017,True,535084
947,발레리안: 천 개 행성의 도시,2017-08-30,4047756408,0.004,4047756408,511931,511931,629,23405,프랑스,프랑스,,판씨네마(주),12세이상관람가,"액션,어드벤처,SF",뤽 베송,"데인 드한,카라 델러비인,리한나,클라이브 오웬","데인 드한, 카라 델러비인, 리한나",2017,True,511931
948,카3: 새로운 도전,2017-07-13,3599544501,0.004,3599544501,487916,487916,800,14906,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디,가족",브라이언 피,"아미 해머,나단 필리온,오웬 윌슨","아미 해머, 나단 필리온, 오웬 윌슨",2017,True,487916
949,너의 췌장을 먹고 싶어,2017-10-25,3703660800,0.004,3703660800,465265,465265,218,16849,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,츠키카와 쇼,"키타가와 케이코,오구리 슌,하마베 미나미,키타무라 타쿠미","키타가와 케이코, 오구리 슌, 하마베 미나미",2017,True,465265
950,명탐정 코난:진홍의 연가,2017-08-02,3268917200,0.003,3268917200,450043,450043,582,9763,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,시즈노 코분,,,2017,True,448381
951,반드시 잡는다,2017-11-29,3326439772,0.003,3326439772,446780,446780,565,24559,한국,한국,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,김홍선,"백윤식,성동일,천호진,배종옥,조달환,김혜인,박형수,손종학,이칸희,박지현,정유민,이정은,조건희,이재윤,천준호,강병희,권인호,선호삼,강말금,신문성,오희준,유수빈,손성찬,유재명,이민웅,승의열,김현,조현식,김민상,정성일,이도국","백윤식, 성동일, 천호진",2017,True,446379
952,극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,0.003,3117529700,415255,415255,626,7796,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,어드벤처,가족",유야마 쿠니히코,,,2017,True,415255
953,넛잡 2,2017-10-03,3069388100,0.003,3069388100,411787,411787,526,10449,한국,"한국,캐나다,중국","(주)레드로버,툰박스 엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디,가족",캘런 브런커,"윌 아넷,캐서린 헤이글,성룡,이사벨라 모너","윌 아넷, 캐서린 헤이글, 성룡",2017,True,407727
954,아메리칸 메이드,2017-09-14,3175539145,0.003,3175539145,401541,401541,691,26356,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"범죄,액션",더그 라이만,"톰 크루즈,도널 글리슨,사라 라이트,제시 플레먼스","톰 크루즈, 도널 글리슨, 사라 라이트",2017,True,401541
955,러빙 빈센트,2017-11-09,3061456861,0.003,3061456861,384540,384540,272,14651,영국,"영국,폴란드",,판씨네마(주),15세이상관람가,"애니메이션,미스터리","도로타 코비엘라,휴 웰치맨","시얼샤 로넌,제롬 플린",,2017,True,383517
956,대장 김창수,2017-10-19,2879121115,0.003,2879121115,381483,381483,748,21744,한국,한국,"(주)비에이엔터테인먼트,(주)무비스퀘어","씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",12세이상관람가,드라마,이원태,"조진웅,송승헌,정만식,정진영,신정근,유승목,정규수,이서원,곽동연,박소담,박재영,박정숙,박지훈,서주연,최서윤,이신우,이원태,이정철,이정현,홍재식,황정용,염혜란,오안진,한성천,이정현,전배수,배진웅,김시우,김재영","조진웅, 송승헌, 정만식",2017,True,380581
957,7호실,2017-11-15,2677284639,0.003,2677284639,347790,347790,629,21846,한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,이용승,"신하균,도경수,김동영,김종수,김종구,박수영,전석호,황정민,정희태,김도윤,정승길,박소영,조민성,윤세현,이광기,이재혁,김성종,우지현,박근록,최무성,김지영,이서환,박신아","신하균, 도경수, 김동영",2017,True,347790
958,몬스터 패밀리,2017-12-21,2531182700,0.003,2531182700,341614,341614,617,6636,독일,독일,,씨네그루(주)키다리이엔티,전체관람가,애니메이션,호거 태프,"에밀리 왓슨,닉 프로스트",,2017,True,341614
959,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,2418607200,0.002,2418607200,333184,333184,547,7619,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,하시모토 마사카즈,"박영남,양정화,김환진,강희선,여민정,정유미,정혜옥,이장원","박영남, 양정화, 김환진",2017,True,333082
960,희생부활자,2017-10-12,2515479835,0.003,2515479835,323628,323628,781,23596,한국,한국,"(주)영화사 신세계,(주)바른손이앤에이",(주)쇼박스,15세이상관람가,"미스터리,스릴러",곽경택,"김래원,김해숙,성동일,전혜진,장영남,박은혜,장성훈,전인한,정현수,오세진,이승진,함영준,이주연,이준혁,이확광,김성구,이지원,오대환,현봉식,전광진,강소연","김래원, 김해숙, 성동일",2017,True,323628
961,블레이드 러너 2049,2017-10-12,2764093365,0.003,2764093365,321424,321424,664,16789,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,액션",드니 빌뇌브,"라이언 고슬링,해리슨 포드,아나 디 아르마스,실비아 획스,자레드 레토,데이브 바티스타,로빈 라이트,맥켄지 데이비스,레니 제임스,우드 해리스,데이빗 다스트말치안,카를라 주리,히암 압바스","라이언 고슬링, 해리슨 포드, 아나 디 아르마스",2017,True,321018
