,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
862,천문: 하늘에 묻는다,허진호,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,2019-12-26,개봉영화,장편,한국,1198,7808242950,965624,2113501840,258720,사극,12세이상관람가,일반영화
863,나랏말싸미,조철현,(주)영화사두둥,,메가박스중앙(주)플러스엠,2019-07-24,개봉영화,장편,한국,1211,7871240823,958775,1862210553,222884,사극,전체관람가,일반영화
864,레드슈즈,"홍성호,홍성호",(주)싸이더스,,(주)넥스트엔터테인먼트월드(NEW),2019-07-25,개봉영화,장편,한국,717,6102923190,817547,1380911550,201881,애니메이션,전체관람가,일반영화
865,캣츠,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-12-24,개봉영화,장편,미국,1143,6093329690,728345,2092964760,240814,뮤지컬,12세이상관람가,일반영화
866,신비아파트 극장판 하늘도깨비 대 요르문간드,변영규,씨제이이앤엠(주),,씨제이이앤엠(주),2019-12-19,개봉영화,장편,한국,841,5300006440,672130,685418380,82269,애니메이션,전체관람가,일반영화
867,나이브스 아웃,라이언 존슨,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2019-12-04,개봉영화,장편,미국,686,5608637210,662874,2397623520,278017,미스터리,12세이상관람가,일반영화
868,날씨의 아이,신카이 마코토,,(주)미디어캐슬,"(주)미디어캐슬,워터홀컴퍼니(주)",2019-10-30,개봉영화,장편,일본,716,5413288410,655876,1724015230,199937,애니메이션,15세이상관람가,일반영화
869,나를 찾아줘,김승우,(주)26컴퍼니,,워너브러더스 코리아(주),2019-11-27,개봉영화,장편,한국,875,5117014620,645082,1211838780,146847,스릴러,15세이상관람가,일반영화
870,광대들: 풍문조작단,김주호,(주)영화사심플렉스,,워너브러더스 코리아(주),2019-08-21,개봉영화,장편,한국,806,5226776088,637021,1097148968,129821,사극,12세이상관람가,일반영화
871,그것: 두 번째 이야기,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-09-04,개봉영화,장편,미국,999,5107465367,591043,1404236307,157197,스릴러,15세이상관람가,일반영화
872,극장판 헬로카봇 : 달나라를 구해줘!,"최신규,김진철",(주)초이락컨텐츠팩토리,,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-04,개봉영화,장편,한국,889,4553434150,587818,687159820,84670,애니메이션,전체관람가,일반영화
873,양자물리학,이성태,(주)엠씨엠씨,,(주)메리크리스마스,2019-09-25,개봉영화,장편,한국,799,4526478380,553879,1152440160,137943,범죄,15세이상관람가,일반영화
874,애드 아스트라,제임스 그레이,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-09-19,개봉영화,장편,미국,853,4518393460,513375,1618159190,177587,SF,12세이상관람가,일반영화
875,47미터 2,요하네스 로버츠,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-08-28,개봉영화,장편,미국,649,3846315153,501934,1102624133,130922,공포(호러),15세이상관람가,일반영화
876,감쪽같은 그녀,허인무,(주)지오필름,,메가박스중앙(주)플러스엠,2019-12-04,개봉영화,장편,한국,761,3377533790,436207,658294480,83166,드라마,전체관람가,일반영화
877,제미니 맨,이안,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-09,개봉영화,장편,미국,845,3295969230,387342,956421180,107352,액션,12세이상관람가,일반영화
878,브링 더 소울 : 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",,월트디즈니컴퍼니코리아 유한책임회사,2019-08-07,개봉영화,장편,한국,569,2902500310,336074,952482010,102179,기타,전체관람가,일반영화
879,아담스 패밀리,"그렉 티어넌,콘래드 베논",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-11-07,개봉영화,장편,미국,802,2565386140,321726,547729100,64971,애니메이션,전체관람가,일반영화
880,예스터데이,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-09-18,개봉영화,장편,미국,816,2572745100,305504,976853610,113089,드라마,12세이상관람가,일반영화
881,기방도령,남대중,"주식회사 브레인샤워,(주)제이와이피픽쳐스",,판씨네마(주),2019-07-10,개봉영화,장편,한국,625,2327760190,286806,546588070,65509,코미디,15세이상관람가,일반영화
882,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-09-25,개봉영화,장편,미국,678,2269807670,277319,1107269480,130601,드라마,청소년관람불가,일반영화
883,라스트 크리스마스,폴 페이그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-12-05,개봉영화,장편,미국,623,2049348130,248320,655652680,77146,코미디,12세이상관람가,일반영화
884,명탐정 코난: 감청의 권,나가오카 치카,,씨제이이앤엠(주),씨제이이앤엠(주),2019-07-24,개봉영화,장편,일본,602,1740310530,219078,406727890,48968,애니메이션,12세이상관람가,일반영화
885,커런트 워,알폰소 고메즈-레존,,(주)우성엔터테인먼트,(주)이수C&E,2019-08-22,개봉영화,장편,미국,276,1817540600,210945,642885200,73638,드라마,12세이상관람가,독립/예술영화
886,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)미디어캐슬,,(주)넥스트엔터테인먼트월드(NEW),2019-08-14,개봉영화,장편,한국,512,1553219230,199240,279466440,33262,애니메이션,전체관람가,독립/예술영화
887,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-08-07,개봉영화,장편,미국,512,1432145073,188365,262775033,32734,애니메이션,전체관람가,일반영화
888,롱 샷,조나단 레빈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-07-24,개봉영화,장편,미국,454,1622789797,184796,756409017,85515,코미디,15세이상관람가,일반영화
889,엔젤 해즈 폴른,릭 로먼 워,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,2019-11-13,개봉영화,장편,미국,601,1479789022,181400,473592882,55235,액션,15세이상관람가,일반영화
890,두번할까요,박용집,(주)영화사울림,,(주)리틀빅픽쳐스,2019-10-17,개봉영화,장편,한국,658,1449660120,174938,369483800,43186,코미디,15세이상관람가,일반영화
891,진범,고정욱,"(주)곰픽쳐스,(주)트러스트스튜디오",,(주)리틀빅픽쳐스,2019-07-10,개봉영화,장편,한국,224,1424601000,167333,298936100,34223,스릴러,15세이상관람가,일반영화
892,벌새,김보라,에피파니(주),,"(주)엣나인필름,(주)콘텐츠판다",2019-08-29,개봉영화,장편,한국,145,1169896574,143944,759988614,88602,드라마,15세이상관람가,독립/예술영화
893,눈의 여왕4,"로버트 렌스,알렉세이 트시칠린",,라인프렌즈(주),(주)넥스트엔터테인먼트월드(NEW),2019-12-24,개봉영화,장편,러시아,541,1044574960,143853,226049480,38240,애니메이션,전체관람가,일반영화
894,크롤,알렉산더 아야,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-11-27,개봉영화,장편,미국,612,1126587080,140396,313651980,37825,액션,15세이상관람가,일반영화
895,극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2019-07-11,개봉영화,장편,일본,561,1094031140,138118,234481940,27835,애니메이션,전체관람가,일반영화
896,좀비랜드: 더블 탭,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-11-13,개봉영화,장편,미국,585,1176173880,136869,391265590,44122,액션,15세이상관람가,일반영화
897,미드웨이,롤랜드 에머리히,,(주)누리픽쳐스,(주)누리픽쳐스,2019-12-31,개봉영화,장편,미국,810,1085659520,133373,290368240,34848,액션,15세이상관람가,일반영화
898,프린스 코기,벤 스타센,,(주)이수C&E,(주)이수C&E,2019-12-24,개봉영화,장편,벨기에,455,1028933300,132958,236040620,30893,애니메이션,전체관람가,독립/예술영화
899,윤희에게,임대형,영화사 달리기,,(주)리틀빅픽쳐스,2019-11-14,개봉영화,장편,한국,317,931873501,117019,541648751,66197,멜로/로맨스,12세이상관람가,독립/예술영화
900,안나,뤽 베송,,판씨네마(주),판씨네마(주),2019-08-28,개봉영화,장편,프랑스,431,946058240,114796,388815480,45770,액션,15세이상관람가,일반영화
901,람보 : 라스트 워,애드리언 그런버그,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-10-23,개봉영화,장편,미국,483,800099140,103199,251557420,29817,액션,청소년관람불가,일반영화
902,원더랜드,딜런 브라운,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-14,개봉영화,장편,미국,404,766608510,102715,150575190,18498,애니메이션,전체관람가,일반영화
903,암전,김진원,"주식회사 토닉프로젝트,아이뉴컴퍼니",,TCO(주)더콘텐츠온,2019-08-15,개봉영화,장편,한국,423,898461215,101913,247305495,27117,미스터리,15세이상관람가,일반영화
904,소피와 드래곤: 마법책의 비밀,마리나 네페도바,,씨제이이앤엠(주),씨제이이앤엠(주),2019-10-02,개봉영화,장편,러시아,469,749609350,96495,133277080,16231,애니메이션,전체관람가,일반영화
905,러브 앳,위고 젤랭,,(주)크리픽쳐스,(주)크리픽쳐스,2019-11-27,개봉영화,장편,프랑스,153,745125500,93085,316499500,38952,멜로/로맨스,12세이상관람가,일반영화
906,아내를 죽였다,김하라,단테미디어랩,,케이티하이텔(주),2019-12-11,개봉영화,장편,한국,556,764062560,91782,169168420,19494,스릴러,15세이상관람가,독립/예술영화
907,미드소마,아리 애스터,,찬란,(주)팝엔터테인먼트,2019-07-11,개봉영화,장편,미국,388,800891816,88055,446066766,48211,공포(호러),청소년관람불가,독립/예술영화
908,김복동,송원근,한국탐사저널리즘센터,,(주)엣나인필름,2019-08-08,개봉영화,장편,한국,366,695605860,87029,302552820,35968,다큐멘터리,12세이상관람가,독립/예술영화
909,카운트다운,,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-12-12,개봉영화,장편,미국,238,610621000,73305,188654500,22403,공포(호러),15세이상관람가,일반영화
910,극장판 반지의 비밀일기,한승우,"(주)쏘울 크리에이티브,애니맥스 브로드캐스팅 코리아 유한회사",,"(주)영화사 빅,(주)버킷스튜디오",2019-09-11,개봉영화,장편,한국,459,539843170,67319,115818000,13522,애니메이션,전체관람가,일반영화
911,몬스터 하우스,피터 레페니오티스,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-10-03,개봉영화,장편,캐나다,202,506405000,63784,85113200,10181,애니메이션,전체관람가,일반영화
912,닥터 슬립,마이크 플래너건,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-11-07,개봉영화,장편,미국,484,537986260,61784,221704820,24802,스릴러,15세이상관람가,일반영화
913,안녕 베일리,게일 맨쿠소,,씨제이이앤엠(주),CGV아트하우스,2019-09-05,개봉영화,장편,미국,184,486987900,59397,178685300,21522,가족,전체관람가,일반영화
914,애프터,제니 게이지,,판씨네마(주),판씨네마(주),2019-08-22,개봉영화,장편,미국,235,493655240,58645,173932710,19922,드라마,15세이상관람가,독립/예술영화
915,더 룸,크리스티앙 볼크만,,(주)퍼스트런,"(주)퍼스트런,(주)팬엔터테인먼트",2019-09-25,개봉영화,장편,프랑스,163,461964100,56787,175815300,21429,미스터리,15세이상관람가,독립/예술영화
916,우리집,윤가은,(주)아토,,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-22,개봉영화,장편,한국,147,444391340,56087,252210120,29807,드라마,전체관람가,독립/예술영화
917,허슬러,로렌 스카파리아,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-11-27,개봉영화,장편,미국,445,356771960,43809,166155240,19821,범죄,청소년관람불가,일반영화
918,빅트립: 아기팬더 배달 대모험,바실리 로벤스키,,주식회사 디에스이이디,(주)트리플픽쳐스,2019-10-23,개봉영화,장편,미국,373,330035500,42914,53849260,6410,애니메이션,전체관람가,독립/예술영화
919,레플리카,제프리 나흐마노프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2019-09-25,개봉영화,장편,미국,360,324884230,40985,146853170,17982,범죄,15세이상관람가,일반영화
920,파비안느에 관한 진실,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2019-12-05,개봉영화,장편,프랑스,109,269114940,40647,183436660,27636,드라마,12세이상관람가,독립/예술영화
921,주전장,미키 데자키,,(주)시네마달,(주)시네마달,2019-07-25,개봉영화,장편,미국,56,309500090,39980,189502190,22609,다큐멘터리,전체관람가,독립/예술영화
922,메기,이옥섭,"국가인권위원회,2X9HD",,"(주)엣나인필름,CGV아트하우스",2019-09-26,개봉영화,장편,한국,155,322021828,38108,218618708,24401,미스터리,15세이상관람가,독립/예술영화
923,프란치스코 교황 : 맨 오브 히스 워드,빔 벤더스,,㈜영화사 백두대간,"㈜영화사 백두대간,영화사 풀",2019-11-21,개봉영화,장편,이탈리아,54,273031260,37282,55059980,6840,다큐멘터리,전체관람가,독립/예술영화
924,아이리시맨,마틴 스코세이지,,,판씨네마(주),2019-11-20,개봉영화,장편,미국,68,293466900,34723,215547620,24855,범죄,청소년관람불가,독립/예술영화
