영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
브로큰 시티,알렌 휴즈,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-04-04,개봉영화,장편,미국,80,90551000,12557,38153000,5216,범죄,15세이상관람가,일반영화
세션 : 이 남자가 사랑하는 법,벤 루윈,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-01-17,개봉영화,장편,미국,15,94415500,11974,82272500,10388,드라마,청소년관람불가,독립/예술영화
페어리테일: 봉황의 무녀,후지모리 마사야,,(주)머스트씨무비,(주)나이너스엔터테인먼트,2013-02-28,개봉영화,장편,일본,50,79291500,11830,19749500,2825,애니메이션,전체관람가,일반영화
소명 하늘의 별,신현원,신현원프로덕션,,(주)에스피엠,2013-03-21,개봉영화,장편,한국,33,74538000,11571,26205500,3595,다큐멘터리,12세이상관람가,독립/예술영화
모래가 흐르는 강,지율,"초록의 공명,(주)시네마달",,(주)시네마달,2013-03-28,개봉영화,장편,한국,17,70986900,10900,17298900,2687,다큐멘터리,전체관람가,독립/예술영화
"다시, 뜨겁게 사랑하라!",수잔 비에르,,(주)영화사폴,(주)마인스 엔터테인먼트,2013-01-03,개봉영화,장편,덴마크,34,79827500,10761,43394000,5782,드라마,15세이상관람가,독립/예술영화
파라노만,"샘 펠,크리스 버틀러",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-02-07,개봉영화,장편,미국,54,73311000,10654,30242000,4376,애니메이션,12세이상관람가,일반영화
로봇 앤 프랭크,제이크 슈레이어,,(주)화인픽쳐스,(주)마인스 엔터테인먼트,2013-01-17,개봉영화,장편,미국,38,69243000,10379,46221000,6807,코미디,12세이상관람가,독립/예술영화
콜렉션,마커스 던스탠,,(주)제이엠씨미디어,(주)팝엔터테인먼트,2013-05-02,개봉영화,장편,미국,62,69000552,9518,20905552,2750,액션,청소년관람불가,일반영화
드림팀,올리비에 다한,,(주)퓨어픽쳐스인터내셔널코리아,(주)싸이더스,2013-03-21,개봉영화,장편,프랑스,97,68051500,9483,30404000,3995,드라마,12세이상관람가,일반영화
쉐프,다니엘 코헨,,(주)미디어로그,(주)미디어데이,2013-05-30,개봉영화,장편,프랑스,22,66125500,9166,35219500,4676,코미디,전체관람가,독립/예술영화
초한지: 영웅의 부활,루 추안,,(주)영화사폴,(주)인벤트스톤,2013-03-28,개봉영화,장편,중국,75,60679500,8722,15904500,2282,액션,15세이상관람가,일반영화
날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,야노 히로유키,,얼리버드,씨너스엔터테인먼트(주),2013-02-07,개봉영화,장편,일본,114,41055250,8397,10887750,2117,애니메이션,전체관람가,일반영화
어느 예술가의 마지막 일주일,"마르잔 사트라피,뱅상 파로노",,(주)키노아이디엠씨,프리비젼엔터테인먼트,2013-06-20,개봉영화,장편,프랑스,18,58307500,8244,32793000,4408,드라마,15세이상관람가,독립/예술영화
유다의 사자 : 부활절 대모험,"데릭 브룸,로저 호킨스",,미디어소프트,예지림엔터테인먼트,2013-03-28,개봉영화,장편,미국,63,54146500,8180,17260500,2401,애니메이션,전체관람가,일반영화
춤추는 숲,강석필,감어인 필름,,스튜디오느림보,2013-05-23,개봉영화,장편,한국,11,54445500,7892,45054500,6247,다큐멘터리,전체관람가,독립/예술영화
라자르 선생님,필리프 팔라도,,오드,프리비젼엔터테인먼트,2013-05-09,개봉영화,장편,캐나다,52,52975000,7810,24906500,3414,코미디,12세이상관람가,독립/예술영화
환상속의 그대,강진아,크라켄,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2013-05-16,개봉영화,장편,한국,32,51295900,7203,35480900,4916,멜로/로맨스,청소년관람불가,독립/예술영화
마리 크뢰이어,빌 어거스트,,(주)퍼스트런,(주)퍼스트런,2013-06-13,개봉영화,장편,덴마크,15,46352000,6484,36865000,5050,드라마,청소년관람불가,독립/예술영화
"마진 콜: 24시간, 조작된 진실",J.C 챈더,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-01-03,개봉영화,장편,미국,30,45934500,6342,22187000,3027,스릴러,15세이상관람가,독립/예술영화
버니,리차드 링클레이터,,㈜코리아스크린,(주)미디어데이,2013-06-20,개봉영화,장편,미국,30,43828000,6339,32408500,4649,코미디,15세이상관람가,독립/예술영화
저스트 어 이어,댄 마저,,타임스토리그룹(주),타임스토리그룹(주),2013-05-30,개봉영화,장편,영국,48,43897500,6312,30973500,4382,코미디,청소년관람불가,일반영화
극장판 베르세르크: 황금 시대편Ⅲ – 강림,쿠보오카 토시유키,,대원미디어(주),(주)스마일이엔티,2013-04-11,개봉영화,장편,일본,13,47388500,6264,35045000,4463,판타지,청소년관람불가,독립/예술영화
킬링 소프틀리,앤드류 도미닉,,(주)쇼박스,(주)쇼박스,2013-04-04,개봉영화,장편,미국,32,43220547,6232,24273547,3331,액션,청소년관람불가,일반영화
라스트 엑소시즘: 잠들지 않는 영혼,에드 게스-도넬리,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-06-27,개봉영화,장편,미국,92,44601500,6205,11987500,1512,공포(호러),15세이상관람가,일반영화
영웅 - 샐러멘더의 비밀,"알렉산드르 야킴추크,엘레나 코발레바",,익스트림 필름,익스트림 필름,2013-03-14,개봉영화,장편,러시아,39,44081500,5987,17204000,2163,액션,15세이상관람가,일반영화
비스트,벤 제틀린,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2013-02-07,개봉영화,장편,미국,24,40271800,5814,24601800,3293,판타지,12세이상관람가,독립/예술영화
에브리데이,마이클 윈터바텀,,(주)영화사 진진,(주)영화사 진진,2013-06-13,개봉영화,장편,영국,16,40915500,5778,32616500,4503,드라마,청소년관람불가,독립/예술영화
헨리스 크라임,말콤 벤빌,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-01-31,개봉영화,장편,미국,65,41616000,5663,16660500,2241,범죄,15세이상관람가,일반영화
코스모폴리스,데이빗 크로넨버그,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2013-06-27,개봉영화,장편,캐나다,28,42824500,5554,25281500,3062,드라마,청소년관람불가,독립/예술영화
마이 라띠마,유지태,(주)유무비,,롯데쇼핑㈜롯데엔터테인먼트,2013-06-06,개봉영화,장편,한국,29,38890900,5542,17558400,2285,멜로/로맨스,청소년관람불가,독립/예술영화
뒷담화: 감독이 미쳤어요,이재용,"주식회사 뭉클픽쳐스,위더스필름(주)",,필라멘트픽쳐스,2013-02-28,개봉영화,장편,한국,39,38535100,5284,28098100,3866,드라마,12세이상관람가,독립/예술영화
테이크 쉘터,제프 니콜스,,찬란,찬란,2013-04-18,개봉영화,장편,미국,19,38539900,5149,26519900,3288,드라마,15세이상관람가,독립/예술영화
해피 이벤트,레미 베잔송,,(주)더블앤조이픽쳐스,주식회사 마운틴픽쳐스,2013-04-25,개봉영화,장편,프랑스,17,35730500,5092,26758500,3611,멜로/로맨스,청소년관람불가,독립/예술영화
미스터 빌리:하일랜드의 수호자,샤샤 하트만,,라인트리엔터테인먼트,예지림엔터테인먼트,2013-05-30,개봉영화,장편,영국,61,31869500,5085,10570500,1581,애니메이션,전체관람가,일반영화
잊혀진 꿈의 동굴,베르너 헤어조크,,그린나래미디어(주),그린나래미디어(주),2013-01-10,개봉영화,장편,미국,4,53190500,5024,48375500,4478,다큐멘터리,전체관람가,독립/예술영화
문빔베어: 달을 사랑한 작은 곰,"마이크 마우루스,토마스 보덴스타인",,데이지엔터테인먼트,(주)시너지하우스 (시너지),2013-05-01,개봉영화,장편,독일,93,31145000,4747,13617500,2023,가족,전체관람가,일반영화
파리 5구의 여인,파벨 파블리코브스키,,세븐바이투픽쳐스,세븐바이투픽쳐스,2013-04-25,개봉영화,장편,프랑스,8,36273000,4735,27592500,3437,스릴러,15세이상관람가,독립/예술영화
후세: 말하지 못한 내 사랑,미야지 마사유키,,얼리버드,(주)미디어데이,2013-03-28,개봉영화,장편,일본,49,32394000,4601,14610500,1958,애니메이션,15세이상관람가,독립/예술영화
비러브드,크리스토프 오노레,,(주)수키픽쳐스,(주)프레인글로벌,2013-02-14,개봉영화,장편,프랑스,11,33610800,4558,26448300,3483,뮤지컬,청소년관람불가,독립/예술영화
섀도우 댄서,제임스 마쉬,,판씨네마(주),판씨네마(주),2013-03-28,개봉영화,장편,영국,21,27979800,4262,23832800,3624,드라마,15세이상관람가,독립/예술영화
여친남친,양야체,,찬란,찬란,2013-02-07,개봉영화,장편,대만,19,30884200,4146,21072200,2660,멜로/로맨스,청소년관람불가,독립/예술영화
가족의 나라,양영희,,(주)미로비젼,(주)미로비젼,2013-03-07,개봉영화,장편,일본,16,29842000,4097,21375000,2789,드라마,12세이상관람가,독립/예술영화
시저는 죽어야 한다,"파올로 타비아니,비토리오 타비아니",,(주)에스와이코마드,(주)에스와이코마드,2013-05-02,개봉영화,장편,이탈리아,15,29211000,4083,18256500,2271,드라마,12세이상관람가,독립/예술영화
컨빅션,토니 골드윈,,(주)영화사아이비젼,(주)시너지하우스 (시너지),2013-01-03,개봉영화,장편,미국,37,29338500,4060,8994500,1180,드라마,15세이상관람가,일반영화
극장판: 타이거 앤 버니,요네타니 요시토모,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-02-28,개봉영화,장편,일본,25,25616000,3906,18004000,2761,애니메이션,전체관람가,일반영화
디아틀로프,레니 할린,,(주)드림웨스트픽쳐스,(주)팝엔터테인먼트,2013-06-13,개봉영화,장편,미국,41,25555500,3707,10609500,1493,스릴러,15세이상관람가,일반영화
천하칠검 양가장,우인태,,(주)포커스엔터테인먼트,(주)미디어데이,2013-05-02,개봉영화,장편,중국,5,24947500,3551,24947500,3551,드라마,15세이상관람가,일반영화
우리에겐 교황이 있다,난니 모레티,,(주)퓨어픽쳐스인터내셔널코리아,주식회사 마운틴픽쳐스,2013-05-02,개봉영화,장편,이탈리아,20,25400500,3505,18166500,2416,드라마,전체관람가,독립/예술영화
그 남자의 사랑법,아딧탸 초프라,,(주)싸이더스,(주)싸이더스,2013-05-09,개봉영화,장편,인도,28,25414500,3355,16157000,1987,멜로/로맨스,12세이상관람가,독립/예술영화
"1999, 면회",김태곤,광화문시네마,,㈜인디스토리,2013-02-21,개봉영화,장편,한국,20,23266300,3289,15773300,2179,드라마,15세이상관람가,독립/예술영화
전국: 천하영웅의 시대,금침,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-05-16,개봉영화,장편,중국,5,13958000,2938,8210000,1510,액션,15세이상관람가,일반영화
지킬 앤 하이드,돈 로이 킹,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-03-06,개봉영화,장편,미국,10,52004000,2938,41001000,2325,뮤지컬,12세이상관람가,일반영화
이티피 페스티벌 08X09 서태지,서태지,(주)서태지컴퍼니,,(주)서태지컴퍼니,2013-05-03,개봉영화,장편,한국,1,26632000,2764,26632000,2764,공연,전체관람가,일반영화
디테일스,제이콥 아론 이스터스,,(주)유니코리아문예투자,예지림엔터테인먼트,2013-04-11,개봉영화,장편,미국,12,20148500,2669,13812000,1753,코미디,청소년관람불가,독립/예술영화
바람의 검심,오오토모 케이시,,(주)도키엔터테인먼트,"(주)도키엔터테인먼트,예지림엔터테인먼트",2013-01-03,개봉영화,장편,일본,7,20105500,2648,13487500,1719,액션,청소년관람불가,독립/예술영화
아이 오브 더 스톰,프레드 쉐피시,,내일그리고오늘(주),아이제이미디어(주),2013-06-15,개봉영화,장편,호주,6,19254000,2573,12278500,1640,드라마,청소년관람불가,독립/예술영화
"앵두야, 연애하자",정하린,프로덕션 LAS,,"홀리가든,주식회사 마운틴픽쳐스",2013-06-06,개봉영화,장편,한국,9,16473900,2308,11381400,1518,드라마,15세이상관람가,독립/예술영화
도리안 그레이,올리버 파커,,(주)무브먼트 픽쳐스,(주)영화사 빅,2013-05-30,개봉영화,장편,영국,53,14780500,2153,4304000,626,드라마,청소년관람불가,일반영화
굿바이 홈런,이정호,소울다큐,,시네마달,2013-02-14,개봉영화,장편,한국,7,13659400,2057,8773400,1293,다큐멘터리,전체관람가,독립/예술영화
파이어 위드 파이어,데이빗 바렛,,(주)소나무픽쳐스,(주)영화사폴,2013-02-21,개봉영화,장편,미국,1,4355000,2030,0,0,액션,청소년관람불가,일반영화
케이온,야마다 나오코,,에이원엔터테인먼트,에이원엔터테인먼트,2013-06-13,개봉영화,장편,일본,9,13908000,2023,10609000,1484,애니메이션,전체관람가,일반영화
블랑섹의 기이한모험,뤽 베송,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-07,개봉영화,장편,영국,1,4352000,2021,4352000,2021,판타지,12세이상관람가,독립/예술영화
미스진은 예쁘다,장희철,문화예술사업단 BIKI,,어뮤즈,2013-03-14,개봉영화,장편,한국,17,13989500,1991,4889000,630,드라마,12세이상관람가,독립/예술영화
잠 못 드는 밤,장건재,(주)모쿠슈라,,㈜인디스토리,2013-05-30,개봉영화,장편,한국,18,13669900,1978,8656400,1183,드라마,청소년관람불가,독립/예술영화
불륜의 시대,전규환,(주)트리필름,,(주)키노아이디엠씨,2013-02-14,개봉영화,장편,한국,4,11521700,1933,9856200,1632,멜로/로맨스,청소년관람불가,독립/예술영화
"아이,애나",버나비 사우스콤,,찬란,찬란,2013-06-06,개봉영화,장편,영국,13,13844000,1873,9933000,1264,멜로/로맨스,15세이상관람가,독립/예술영화
레이징 피닉스2 : 여자옹박의 귀환,펫챠이 왕캄라오,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-15,개봉영화,장편,태국,1,3809000,1822,3809000,1822,액션,청소년관람불가,일반영화
징기스칸 : 제국의 건설,샤그다슈렌,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-08,개봉영화,장편,몽고,1,3817000,1821,3817000,1821,전쟁,15세이상관람가,독립/예술영화
비념,임흥순,"반달,볼",,㈜인디스토리,2013-04-03,개봉영화,장편,한국,22,12465200,1773,8666700,1156,다큐멘터리,15세이상관람가,독립/예술영화
아메리카파이: 19금 여배우들,폴 사피아노,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-28,개봉영화,장편,미국,1,3676000,1733,1125000,540,성인물(에로),청소년관람불가,일반영화
옹박 : 영웅의 탄생,다인 사이드,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-21,개봉영화,장편,말레이시아,1,3601000,1723,3601000,1723,액션,청소년관람불가,일반영화
극장판 헌터X헌터 : 팬텀루즈,사토 유조,,얼리버드,씨너스엔터테인먼트(주),2013-06-27,개봉영화,장편,일본,47,11410500,1713,5474500,799,애니메이션,15세이상관람가,일반영화
남자 대 여자: 섹스가 문제다,파우스토 브리찌,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-05-03,개봉영화,장편,이탈리아,1,3540000,1665,3540000,1665,코미디,청소년관람불가,독립/예술영화
대마술사,이동승,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-05-17,개봉영화,장편,홍콩,1,3517000,1661,1549000,732,액션,15세이상관람가,일반영화
정사 : 두 여자와의 로맨스,마크 만,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-04-19,개봉영화,장편,미국,1,3489000,1657,1685000,810,드라마,청소년관람불가,일반영화
009 사이보그,카미야마 켄지,,씨너스엔터테인먼트(주),"씨너스엔터테인먼트(주),㈜T-JOY",2013-05-09,개봉영화,장편,일본,26,13154500,1656,9494000,1116,애니메이션,12세이상관람가,일반영화
친구의 아내를 탐하다,얀 흐레베이크,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-05-31,개봉영화,장편,체코,1,3501000,1653,0,0,코미디,청소년관람불가,독립/예술영화
해밀턴2: 살인면허,토비아스 폴크,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-14,개봉영화,장편,스웨덴,1,3459000,1652,3459000,1652,액션,청소년관람불가,일반영화
아웃포스트 : 블랙선,스티브 바커,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-20,개봉영화,장편,영국,1,3495000,1650,0,0,스릴러,15세이상관람가,독립/예술영화
어펜더: 범죄와의 전쟁,론 스캘펠로,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-04-26,개봉영화,장편,영국,1,3495000,1650,0,0,스릴러,청소년관람불가,독립/예술영화
언디스퓨티드: 1대100의 혈투,에두아르도 로드리게스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-07,개봉영화,장편,캐나다,1,3460000,1650,2292000,1101,액션,청소년관람불가,일반영화
누나,이원식,영화제작소 정감,,어뮤즈,2013-01-03,개봉영화,장편,한국,14,11874200,1603,6367200,830,드라마,15세이상관람가,독립/예술영화
빈센트,랄프 후에트너,,㈜세종커뮤니케이션스,시네마 뉴원,2013-06-27,개봉영화,장편,독일,8,11879000,1597,9978500,1323,드라마,15세이상관람가,독립/예술영화
수호지 가면영웅 - 귀두,류신의,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-01-31,개봉영화,장편,중국,3,4644000,1592,1524000,402,액션,청소년관람불가,일반영화
히든서스펙트,데이빗 A. 암스트롱,,(주)미디어로그,(주)미디어데이,2013-05-23,개봉영화,장편,미국,5,11079000,1584,11079000,1584,범죄,청소년관람불가,일반영화
10 아이템 오어 레스,브래드 실버링,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2013-06-13,개봉영화,장편,미국,13,7470000,1573,1113000,188,코미디,15세이상관람가,독립/예술영화
섹슈얼 컴펄전,에히디오 코치미글리오,,(주)미디어로그,(주)미디어데이,2013-06-13,개봉영화,장편,캐나다,5,10994000,1563,10994000,1563,드라마,청소년관람불가,일반영화
옴 샨티 옴,파라 칸,,(주)유이케이,(주)미디어데이,2013-02-14,개봉영화,장편,인도,12,11958000,1558,7180500,879,멜로/로맨스,15세이상관람가,독립/예술영화
넘버스 스테이션,카스퍼 바포드,,(주)메인타이틀픽쳐스,(주)미디어데이,2013-06-05,개봉영화,장편,미국,6,10894000,1551,10894000,1551,스릴러,15세이상관람가,일반영화
해결사,니쉬칸트 카마트,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-01-24,개봉영화,장편,인도,1,3287000,1551,0,0,액션,청소년관람불가,독립/예술영화
레닌그라드: 900일간의 전투,알렉산드르 블라브스키,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-01-20,개봉영화,장편,러시아,1,3266000,1528,0,0,전쟁,15세이상관람가,독립/예술영화
디 엔드: 인류 최후의 날,조지 토레그로사,,(주)미디어로그,(주)미디어데이,2013-03-13,개봉영화,장편,스페인,5,10605000,1515,10605000,1515,스릴러,15세이상관람가,일반영화
대상해,왕정,,(주)누리픽쳐스,(주)누리픽쳐스,2013-04-06,개봉영화,장편,중국,2,9000000,1500,9000000,1500,액션,청소년관람불가,일반영화
맥시멈 컨빅션,키오니 왁스먼,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-01-11,개봉영화,장편,미국,1,3165000,1500,3165000,1500,액션,청소년관람불가,일반영화
무민가족의 한여름 대소동,마리아 린드버그,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2013-06-20,개봉영화,장편,핀란드,5,7500000,1500,7500000,1500,애니메이션,전체관람가,일반영화
헬터 스켈터,니나가와 미카,,(주)콘텐츠게이트,팝엔터테인먼트,2013-05-09,개봉영화,장편,일본,19,11023000,1484,4478000,601,드라마,청소년관람불가,독립/예술영화
왕자가 된 소녀들,김혜정,영희야 놀자,,영희야 놀자,2013-04-18,개봉영화,장편,한국,2,8877200,1454,8412200,1372,다큐멘터리,전체관람가,독립/예술영화
배드 블러드,나수요,,(주)수키픽쳐스,(주)수키픽쳐스,2013-04-24,개봉영화,장편,홍콩,5,7100000,1420,7100000,1420,액션,청소년관람불가,일반영화
사랑의 묘약,바틀렛 쉐어,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-03-09,개봉영화,장편,미국,3,37944500,1408,35896500,1337,공연,전체관람가,일반영화
파라다이스 키스,신조 타케히코,,(주)미디어이야기,(주)미디어이야기,2013-06-20,개봉영화,장편,일본,5,9668000,1380,9668000,1380,드라마,15세이상관람가,일반영화
바바라,크리스티안 펫졸드,,(주)영화사 조제,(주)영화사 조제,2013-03-21,개봉영화,장편,독일,3,9752000,1346,6676000,831,드라마,15세이상관람가,독립/예술영화
엽문4: 종극일전,구예도,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-27,개봉영화,장편,홍콩,5,8222000,1345,8222000,1345,드라마,15세이상관람가,일반영화
좋은 친구들,진형태,"주니파워픽처스(주),판타지웍스엔터",,(주)마인스 엔터테인먼트,2013-03-28,개봉영화,장편,한국,15,9709500,1258,2256000,282,액션,청소년관람불가,일반영화
나비와 바다,박배일,오지필름,,(주)시네마달,2013-01-24,개봉영화,장편,한국,13,7456000,1235,3433500,511,다큐멘터리,12세이상관람가,독립/예술영화
"힘내세요, 병헌씨",이병헌,,,㈜인디스토리,2013-06-27,개봉영화,장편,한국,18,9365900,1217,6884400,877,코미디,15세이상관람가,독립/예술영화
붓다:싯다르타 왕자의 모험,모리시타 코조,,주식회사 미콘,(주)나이너스엔터테인먼트,2013-05-17,개봉영화,장편,일본,30,7788000,1196,4719000,732,애니메이션,15세이상관람가,일반영화
로봇G,야구치 시노부,,(주)수키픽쳐스,브릿지웍스 엔터테인먼트(주),2013-06-20,개봉영화,장편,일본,9,7516000,1173,6972000,1087,코미디,전체관람가,독립/예술영화
콘돌은 날아간다,전수일,(주)동녘필름,,주식회사 마운틴픽쳐스,2013-05-30,개봉영화,장편,한국,9,7940900,1172,3761400,476,드라마,청소년관람불가,독립/예술영화
폴 다이어리,크리스 크라우스,,"(주)토러스엔터테인먼트,(주)트리니티네트워크",(주)미로비젼,2013-05-30,개봉영화,장편,독일,3,7300000,1166,4953000,714,드라마,15세이상관람가,독립/예술영화
